id|uf_entrega|dia|custo_frete
14890|ES|2018-09-12|644.1005
14891|AL|2017-06-21|208.9411
14892|DF|2018-02-08|572.8556
14893|PE|2018-02-20|386.3712
14894|CE|2019-02-23|1469.6534
14895|MT|2017-02-04|230.0299
14896|PE|2017-08-16|998.9479
14897|RO|2018-04-18|88.6865
14898|PE|2018-07-19|1269.8529
14899|PE|2018-06-10|537.5601
14900|MT|2017-02-09|599093
14901|PB|2017-07-06|230.1702
14902|PA|2018-08-28|528.1909
14903|DF|2018-02-20|322.0692
14904|AC|2018-09-20|145.3205
14905|RS|2017-12-29|1019.4526
14906|DF|2018-09-16|264.6232
14907|MT|2017-10-05|483.3837
14908|MT|2017-10-26|470742
14909|PA|2019-02-23|273.0949
14910|PI|2019-01-26|138.1643
14911|BA|2018-04-17|943.7992
14912|MA|2019-01-13|445.9427
14913|AL|2018-11-05|123.1136
14914|SC|2017-07-22|854.9448
14915|DF|2019-02-04|234.0685
14916|PI|2019-01-10|346.5577
14917|MT|2018-04-26|898037
14918|PA|2018-02-15|226.9314
14919|PB|2018-12-31|393.8441
14920|DF|2018-10-10|394.14
14921|DF|2019-02-03|232.9438
14922|RO|2019-03-05|27.8999
14923|GO|2017-11-06|386.0681
14924|PB|2017-05-15|223.3205
14925|PB|2017-09-08|128.5002
14926|AL|2019-02-18|466.2985
14927|MS|2017-04-10|221.2478
14928|DF|2018-01-27|201.6032
14929|ES|2017-04-29|443.2162
14930|AL|2017-04-03|142.4344
14931|MT|2019-02-03|478262
14932|ES|2019-02-11|713.9122
14933|DF|2017-09-06|371.9365
14934|RO|2018-09-14|65.2124
14935|CE|2018-06-18|603.8089
14936|MA|2018-12-27|205.6308
14937|ES|2019-03-21|778.6353
14938|RN|2018-04-22|371.8014
14939|SC|2017-06-13|921.9007
14940|CE|2018-07-13|1262.4423
14941|PB|2018-10-17|386.1855
14942|PB|2019-03-10|1225.4515
14943|DF|2018-04-26|367.9632
14944|SE|2017-07-14|410.9864
14945|PA|2017-08-15|173.9043
14946|SC|2018-01-01|991332
14947|RS|2018-02-20|1553622
14948|PA|2018-10-26|186.6565
14949|PB|2018-05-18|164.7478
14950|SE|2018-10-10|468.4742
14951|DF|2018-07-14|515.7191
14952|AL|2017-06-07|453.2083
14953|CE|2019-04-10|1228.0605
14954|RS|2018-01-23|1128.7968
14955|MS|2017-02-16|81.2456
14956|PE|2018-11-02|918.7337
14957|PI|2018-12-15|361785
14958|AC|2017-03-28|6.3212
14959|TO|2018-10-30|183.0971
14960|GO|2018-10-11|260.2148
14961|AL|2018-08-27|134.7308
14962|RN|2018-09-29|149.8399
14963|DF|2018-10-07|639.9663
14964|AP|2019-01-27|132.4871
14965|CE|2018-10-02|1145592
14966|AL|2018-06-22|398038
14967|MS|2019-04-07|116.1056
14968|MA|2017-03-26|274.3788
14969|RO|2017-11-29|39.8675
14970|PA|2017-07-09|228.7922
14971|PR|2017-06-22|1425.4583
14972|DF|2018-03-17|425.7173
14973|RS|2017-07-27|1155.7648
14974|PA|2017-09-29|251.7157
14975|PE|2018-12-27|1242.1968
14976|CE|2019-01-28|749018
14977|PA|2018-09-08|306.6933
14978|PA|2018-10-05|360.2126
14979|RN|2019-03-21|428.9281
14980|DF|2018-09-01|722.2954
14981|AL|2019-02-04|234.8448
14982|AL|2017-07-04|235.5249
14983|GO|2019-03-06|172.0337
14984|PR|2017-10-11|1474.0728
14985|GO|2018-05-19|124.4328
14986|MA|2017-05-13|88.8449
14987|AL|2017-06-04|80.6714
14988|AL|2017-01-14|123.8506
14989|ES|2018-05-23|666.73
14990|PA|2019-03-24|697292
14991|MA|2019-04-09|439.9907
14992|MT|2018-10-23|261.5527
14993|RN|2018-03-21|268.3552
14994|ES|2018-09-01|711.7882
14995|DF|2019-01-08|177.5467
14996|GO|2018-01-16|315.5653
14997|SE|2017-07-15|27.2605
14998|TO|2018-06-14|495.1123
14999|MS|2017-05-24|222.7111
15000|MA|2018-10-05|378.4612
15001|MT|2017-07-02|500.3639
15002|MT|2017-07-20|422.0392
15003|AL|2019-04-04|382.0272
15004|AM|2017-09-03|77641
15005|PE|2017-08-17|350.0994
15006|PE|2017-12-17|301.1406
15007|RR|2018-09-26|5.5687
15008|RS|2018-02-05|1409.2569
15009|SE|2019-04-11|455.8721
15010|AM|2017-06-26|77.8302
15011|DF|2017-08-06|349.1061
15012|GO|2019-02-24|294.4041
15013|PE|2018-09-11|1507.4817
15014|CE|2017-03-05|208.5201
15015|AL|2017-05-23|143.0906
15016|PE|2017-03-30|379.9261
15017|PE|2017-08-03|489.3283
15018|CE|2018-09-18|867.0103
15019|DF|2017-04-23|166.4407
15020|SE|2019-03-28|642.7825
15021|PI|2017-08-01|138.2466
15022|MT|2018-03-17|448.9555
15023|MS|2018-04-27|396681
15024|AL|2017-04-25|97.9725
15025|AL|2018-12-20|358547
15026|GO|2018-09-21|292.4385
15027|PI|2017-04-09|32.2108
15028|ES|2018-03-20|453.0646
15029|SC|2018-09-11|1027.3447
15030|RS|2018-11-19|1188433
15031|ES|2017-08-27|458.1308
15032|PE|2017-12-27|766.8132
15033|PB|2018-12-29|423.3959
15034|AL|2017-04-06|182636
15035|GO|2018-09-06|141.5206
15036|PE|2018-02-18|274.3791
15037|RO|2017-06-14|12.0437
15038|ES|2018-07-10|457.0823
15039|MA|2017-12-08|97.5173
15040|PB|2017-03-20|171.3967
15041|AL|2017-08-04|154.4201
15042|PB|2017-12-07|16.5107
15043|TO|2018-08-28|152.9398
15044|AL|2017-04-16|131523
15045|PB|2017-10-24|24.9812
15046|PE|2017-08-08|495.9045
15047|DF|2017-03-13|161.9971
15048|GO|2018-05-10|383.3258
15049|PI|2019-03-27|403.8615
15050|MA|2017-04-20|307.4072
15051|AC|2017-04-19|54.9686
15052|CE|2018-06-15|810.7809
15053|PA|2017-01-16|170.6194
15054|CE|2017-04-27|236.4666
15055|MA|2018-09-08|517.7783
15056|GO|2018-01-23|71.6342
15057|DF|2018-03-12|615.8254
15058|CE|2017-10-01|79089
15059|MS|2018-08-28|221.9187
15060|PA|2017-05-03|28.8485
15061|GO|2018-10-25|261.9911
15062|MT|2018-10-19|508.5779
15063|SE|2019-03-27|249.7814
15064|CE|2018-12-08|1078.0303
15065|PE|2017-11-07|426.1349
15066|RR|2017-06-23|34.8068
15067|MS|2017-09-23|244.45
15068|PB|2018-01-01|60.7284
15069|MA|2018-06-24|341.7633
15070|MS|2018-07-17|253591
15071|PB|2018-07-25|609.1638
15072|AL|2018-04-25|664.9299
15073|MS|2017-07-01|196.1992
15074|SE|2018-04-02|272.5783
15075|PE|2017-08-15|568081
15076|MS|2018-02-17|300.3716
15077|PB|2019-02-09|551.3701
15078|PA|2018-01-19|449974
15079|AL|2019-03-04|395.8331
15080|RS|2017-04-26|1209.8394
15081|PE|2017-03-21|628.2583
15082|MT|2019-01-02|138.0196
15083|PB|2017-11-12|265.8208
15084|PE|2017-03-22|318.6305
15085|SE|2017-10-31|18.9188
15086|SE|2019-01-25|182.8535
15087|CE|2017-08-16|81.5592
15088|AL|2019-04-06|302.5074
15089|MT|2018-12-22|399.9049
15090|PA|2017-05-08|161.1526
15091|AL|2017-05-28|287.8924
15092|MT|2018-03-13|267.4501
15093|MS|2018-09-19|225.8221
15094|PA|2017-03-19|254.8476
15095|RO|2018-07-03|7.4804
15096|AC|2019-04-05|144.6679
15097|MS|2018-06-09|202.1153
15098|GO|2017-07-19|408.5931
15099|GO|2018-12-09|292.0289
15100|PE|2018-03-11|847.0148
15101|DF|2017-10-26|422.8587
15102|PB|2018-05-28|359921
15103|AL|2018-05-12|280.0593
15104|DF|2017-05-12|201.0208
15105|PB|2018-03-27|410.8997
15106|AM|2018-05-04|117.3257
15107|CE|2017-04-29|218.5232
15108|SE|2017-11-22|462.3783
15109|GO|2018-02-10|248.5373
15110|TO|2017-09-05|196.2236
15111|PB|2017-07-26|99.3408
15112|SC|2018-07-30|837.3313
15113|SE|2018-06-24|279.4945
15114|MT|2017-03-24|316.9502
15115|MT|2018-02-27|568.2154
15116|AM|2019-01-16|157.4534
15117|MS|2018-07-02|317.9886
15118|RO|2018-04-05|90.3361
15119|SE|2017-02-02|105.6841
15120|CE|2017-06-29|533.1846
15121|PA|2018-05-14|43.7729
15122|MT|2017-02-16|739.7905
15123|AM|2019-01-10|88.0953
15124|DF|2017-03-18|280.9105
15125|PA|2018-11-14|710.1111
15126|MS|2017-12-29|619.9858
15127|PI|2018-05-15|518.2293
15128|PB|2018-09-20|1171.7147
15129|AL|2017-06-03|280.5003
15130|DF|2018-01-14|422.9835
15131|MT|2018-03-07|297.7012
15132|AL|2018-10-12|267.0738
15133|CE|2018-10-01|635.6147
15134|PI|2019-01-20|41.1646
15135|RN|2017-11-27|384.5005
15136|RN|2018-07-11|454.2836
15137|MS|2019-03-15|547148
15138|AM|2018-09-03|337.5333
15139|PE|2018-06-18|1419.2569
15140|CE|2017-05-21|227.4105
15141|SC|2017-05-15|789.8929
15142|ES|2017-05-02|256.2184
15143|ES|2017-08-22|517.2137
15144|PE|2018-01-19|403.3297
15145|AM|2017-08-19|15.1064
15146|PI|2018-07-14|267333
15147|MS|2018-10-09|130.8762
15148|MT|2018-06-14|405.1144
15149|SE|2018-01-11|85.5272
15150|MS|2017-03-27|157.8752
15151|CE|2017-02-12|457.1134
15152|SE|2017-09-20|446.3915
15153|SE|2018-06-13|561.3387
15154|GO|2017-09-25|299.7545
15155|SE|2018-10-18|570.2643
15156|PA|2018-08-13|184.9531
15157|RR|2018-06-10|113.8859
15158|SE|2017-09-08|105.4046
15159|GO|2017-07-20|141.5458
15160|MA|2019-04-11|235.6983
15161|CE|2018-03-30|514.7953
15162|RO|2018-12-16|215.8083
15163|MT|2018-03-06|312.3989
15164|PA|2018-02-23|303.6705
15165|AL|2018-03-08|168.2486
15166|AL|2018-04-22|124.4181
15167|PB|2019-01-12|2202.2962
15168|PI|2018-05-05|108.3479
15169|CE|2017-06-04|118.8707
15170|SC|2017-05-14|394.3564
15171|PE|2017-12-12|868.0925
15172|PB|2018-02-09|137.7647
15173|BA|2017-10-29|1011.4783
15174|AL|2018-05-10|368.2377
15175|SE|2019-03-08|264.5565
15176|PA|2019-02-09|354.3513
15177|SE|2018-05-20|442298
15178|PE|2017-05-23|368.5673
15179|DF|2017-09-27|421.7337
15180|DF|2017-10-24|260.3487
15181|SE|2019-01-04|367.0049
15182|PB|2017-01-26|71.5878
15183|AL|2018-12-30|143.2631
15184|MA|2018-05-07|261.1744
15185|AP|2017-01-25|21.2069
15186|PA|2018-02-03|552416
15187|GO|2017-09-22|269.5929
15188|AL|2018-01-15|268.9344
15189|RN|2017-11-03|272.3125
15190|MS|2017-02-24|504844
15191|AL|2018-02-18|122418
15192|MT|2019-04-10|287.4768
15193|AL|2018-08-29|63.1541
15194|PA|2017-12-31|211.5577
15195|MS|2018-07-14|221.5982
15196|PE|2017-03-05|364.5951
15197|AP|2019-03-15|13692
15198|PB|2017-11-20|122752
15199|MS|2018-03-09|440.6781
15200|PB|2017-01-14|68.8926
15201|PI|2018-08-20|461.5621
15202|MS|2018-03-29|382.6189
15203|MT|2019-04-12|235.1546
15204|AC|2018-12-08|83.5039
15205|PB|2018-03-18|327.5305
15206|PB|2017-05-27|111.4297
15207|PA|2017-10-29|253.9036
15208|AC|2018-09-04|206.8119
15209|PB|2018-06-27|468.7855
15210|AM|2017-07-12|143.2832
15211|MS|2017-12-30|304.3222
15212|MA|2018-07-16|540.6772
15213|RN|2017-12-20|260.4422
15214|AL|2017-02-04|211.4492
15215|PB|2017-09-29|95.8408
15216|CE|2017-08-29|198.0059
15217|SE|2018-08-23|235.9929
15218|PA|2018-02-14|197.1035
15219|RO|2017-12-05|548.4456
15220|RO|2017-08-05|132.1546
15221|SE|2019-04-13|75.9588
15222|RN|2017-10-19|6.1489
15223|PI|2018-07-20|115.6363
15224|PA|2017-04-30|161062
15225|GO|2017-12-10|226.8742
15226|MA|2017-10-05|121.7239
15227|MT|2017-06-06|381.0868
15228|MT|2017-05-29|309.0754
15229|MA|2017-06-19|244.0697
15230|ES|2018-03-29|733.2339
15231|RN|2017-04-14|441153
15232|SE|2017-12-31|147.8181
15233|RO|2017-11-11|109.5012
15234|RO|2019-02-20|4.4909
15235|RR|2017-03-23|7.0503
15236|MS|2017-02-07|313.0411
15237|RN|2018-05-21|174.2373
15238|MA|2018-09-11|302.7936
15239|AL|2018-03-09|202.4016
15240|AM|2018-01-23|74972
15241|TO|2018-12-28|61.5304
15242|MS|2019-04-03|256.4601
15243|RO|2018-10-19|100.5173
15244|PA|2017-01-27|284.9686
15245|RO|2017-07-13|2.1802
15246|TO|2018-06-02|175.9194
15247|CE|2018-12-25|679.3667
15248|TO|2017-08-27|10.4083
15249|PE|2018-07-31|758.5292
15250|PE|2017-12-13|604.2496
15251|RN|2017-02-10|282408
15252|PA|2017-02-02|16.6419
15253|RN|2017-06-06|231.0046
15254|RN|2018-03-16|323.3295
15255|TO|2019-02-06|51.8116
15256|MS|2018-01-30|249.9965
15257|PI|2017-09-01|526.3784
15258|PB|2017-11-14|157402
15259|GO|2017-11-09|113.9734
15260|TO|2018-01-14|128.3707
15261|PA|2018-08-22|452.3689
15262|PA|2018-07-24|253.5857
15263|PE|2017-03-18|346.2135
15264|MS|2018-02-10|592.1244
15265|MS|2017-07-25|92.3853
15266|TO|2018-11-12|95.0731
15267|MS|2019-03-13|262.4529
15268|AL|2018-05-25|397.2441
15269|GO|2017-02-16|312.3665
15270|PA|2018-04-21|139.3646
15271|AC|2018-02-14|110.4886
15272|MA|2017-12-23|186039
15273|AM|2017-12-01|66.9437
15274|PB|2018-05-04|235.9554
15275|AL|2018-04-09|450.2032
15276|CE|2017-05-10|212.7368
15277|GO|2017-05-21|35.7369
15278|PB|2018-03-19|357.3629
15279|GO|2018-05-23|414.8536
15280|MA|2017-04-24|110.5271
15281|AM|2017-12-04|36.6515
15282|PI|2018-09-23|42.1799
15283|PB|2018-02-06|224.0891
15284|PA|2018-12-02|157.2399
15285|GO|2018-01-22|260.1285
15286|CE|2017-10-20|225.5222
15287|PA|2017-08-02|115.9699
15288|AC|2018-06-09|26.7053
15289|PA|2018-05-02|493.3152
15290|PE|2017-02-04|411.8204
15291|ES|2018-01-06|335.9589
15292|CE|2017-12-25|400.4106
15293|GO|2019-02-18|185.4152
15294|GO|2017-04-14|223.9646
15295|PI|2017-06-30|22.0461
15296|MS|2018-10-14|208.8463
15297|TO|2017-10-11|1.3284
15298|RO|2018-10-22|270.6229
15299|AM|2017-10-17|117.7826
15300|RN|2018-11-23|328.3991
15301|AP|2019-03-03|4.9715
15302|MS|2018-10-10|247.7297
15303|MT|2018-06-27|531.1202
15304|CE|2017-10-29|71.3809
15305|PI|2018-05-26|202.1369
15306|SE|2017-02-01|115.0052
15307|AM|2018-12-16|46.2023
15308|GO|2017-12-28|425.6065
15309|PB|2017-03-02|152.5293
15310|AL|2017-12-05|140.1946
15311|AM|2017-01-23|20516
15312|PA|2017-04-29|410.3422
15313|TO|2017-07-21|137.5035
15314|AL|2018-01-16|234.4012
15315|AL|2018-08-15|11.6375
15316|RR|2017-05-29|3.5467
15317|RR|2017-08-10|31.8791
15318|MS|2017-03-26|407.7333
15319|TO|2018-12-10|65.6207
15320|MA|2017-03-09|75.4866
15321|RN|2018-03-08|156.3837
15322|SE|2018-02-17|149.0806
15323|RO|2018-06-16|441.8836
15324|GO|2018-02-16|174.9447
15325|AL|2017-09-21|223.6635
15326|AP|2018-02-10|39.9966
15327|GO|2018-11-03|132419
15328|AP|2017-04-07|159.8739
15329|PA|2018-09-09|70.1376
15330|AM|2019-02-04|150.1419
15331|MT|2017-11-04|709.4301
15332|CE|2017-10-14|156.0413
15333|AL|2017-08-09|144.3773
15334|RO|2019-02-27|0.3273
15335|RR|2017-02-23|41.3349
15336|AL|2017-11-19|113.5252
15337|TO|2018-01-01|11.1413
15338|PA|2018-06-07|280.5604
15339|PA|2017-12-02|230558
15340|PA|2017-11-02|203.0264
15341|RN|2018-04-24|352.4411
15342|MT|2018-10-21|492.6241
15343|RR|2017-06-12|47.1819
15344|AP|2018-07-18|1488
15345|AL|2017-04-28|135.4136
15346|SE|2019-03-18|301.8941
15347|TO|2017-11-01|41605
15348|PA|2017-05-13|145.6267
15349|RR|2018-07-30|97.5471
15350|AM|2018-05-08|31.1479
15351|MS|2018-12-15|203.4457
15352|PI|2018-02-08|11.4978
15353|TO|2018-02-09|51.7759
15354|RO|2018-07-30|46.8464
15355|PA|2019-03-31|248.7881
15356|PB|2018-01-27|135.3935
15357|RO|2017-07-06|284.3413
15358|MT|2018-08-05|281.6172
15359|TO|2017-03-12|75.3657
15360|PR|2019-04-13|297.3939
15361|AC|2019-02-11|6.5134
15362|PB|2017-06-26|420.2708
15363|SE|2017-07-31|237.4676
15364|RN|2017-08-12|59.5246
15365|PA|2018-02-09|211787
15366|PA|2017-05-19|251418
15367|PB|2019-03-15|438.5614
15368|AC|2018-02-04|0.9282
15369|MS|2018-09-06|75.3763
15370|MA|2017-09-16|209.2839
15371|MS|2018-05-14|267.1318
15372|SE|2018-10-09|161.4879
15373|RN|2017-12-21|23.3818
15374|CE|2017-10-30|16.7552
15375|SE|2017-10-13|18.9307
15376|AM|2018-06-03|394.5323
15377|PA|2017-08-20|127.8165
15378|RR|2019-04-07|267.1049
15379|CE|2017-09-21|281284
15380|AL|2019-03-08|442.2768
15381|RN|2017-07-30|110.8394
15382|PI|2017-03-05|24.9161
15383|AL|2017-02-19|179.7402
15384|PI|2017-09-08|4.1165
15385|AM|2018-12-27|45.0584
15386|SE|2017-08-16|39.2151
15387|AL|2017-08-11|253.3768
15388|MS|2017-02-22|245.5692
15389|AM|2018-04-20|210.5781
15390|PB|2018-06-10|351.1791
15391|SE|2017-09-02|13.1922
15392|MS|2018-10-24|153.1289
15393|RO|2017-12-17|5.5668
15394|PA|2018-04-18|333.5558
15395|RN|2018-06-01|181.6166
15396|PA|2017-01-30|111.8358
15397|CE|2017-08-25|54.1854
15398|AC|2017-10-09|191.8519
15399|AM|2018-03-07|38.5524
15400|PA|2018-05-15|287631
15401|GO|2018-03-17|138.9932
15402|TO|2018-02-26|28.0958
15403|RN|2017-09-09|70.1419
15404|RR|2018-04-10|26.1528
15405|GO|2018-06-29|86.0477
15406|MS|2019-03-08|169.6539
15407|RN|2017-06-14|150.2654
15408|CE|2017-05-03|263.5474
15409|AL|2017-03-24|212.8877
15410|MA|2018-01-27|148.2563
15411|AM|2018-10-10|83.0024
15412|SE|2017-04-30|344.3045
15413|AM|2018-08-28|272.3783
15414|PI|2018-01-15|66.9132
15415|RR|2017-05-24|316.7839
15416|PI|2018-01-22|6.0278
15417|PA|2018-12-23|73.1821
15418|AM|2017-12-26|49838
15419|RO|2017-07-24|25.2795
15420|TO|2017-04-07|213.6282
15421|RO|2019-03-28|11.4545
15422|RN|2017-07-19|144.3885
15423|PI|2017-12-10|15.7903
15424|TO|2018-07-01|52.2179
15425|PI|2017-09-19|16.0588
15426|RN|2017-10-26|109.5744
15427|RN|2018-10-29|185.2562
15428|AL|2018-01-17|151.3526
15429|RO|2018-12-02|11.9411
15430|GO|2018-12-31|195.2369
15431|PI|2018-05-19|546033
15432|RN|2018-01-12|221.1197
15433|CE|2017-04-30|181742
15434|AP|2017-04-20|25.12
15435|RO|2018-08-09|117.7699
15436|AP|2018-07-08|14.9592
15437|RN|2018-01-26|99.0068
15438|TO|2018-07-04|200.7718
15439|PA|2017-12-20|335.6964
15440|PI|2017-10-02|4.7344
15441|AM|2017-05-28|178.7446
15442|TO|2017-07-15|0
15443|PA|2018-07-05|248.6213
15444|TO|2017-06-25|360.5869
15445|PA|2017-05-27|270319
15446|SE|2018-01-21|270.0849
15447|RO|2017-06-28|22.1641
15448|CE|2017-01-20|332.1141
15449|RR|2017-12-14|0.7426
15450|AM|2017-09-09|152.9179
15451|RO|2018-10-17|55.6959
15452|AM|2018-01-06|35.7173
15453|RO|2018-03-20|140.5599
15454|GO|2017-02-08|113.9644
15455|AP|2017-10-20|36.7221
15456|AP|2018-07-02|5.9641
15457|TO|2018-08-03|180.4095
15458|AM|2018-11-28|119783
15459|TO|2018-04-01|142.9686
15460|AL|2017-11-26|84.2643
15461|RN|2017-08-08|12.6408
15462|RN|2018-05-23|480.9916
15463|RO|2018-10-03|58.9506
15464|SE|2017-10-24|114.2817
15465|AC|2018-09-10|134.1003
15466|PI|2019-01-15|81.3287
15467|AP|2018-03-28|7.4255
15468|AC|2017-09-24|540.1089
15469|RN|2017-09-01|125.3502
15470|AP|2019-02-05|8.1234
15471|AM|2018-02-22|16.0036
15472|AM|2017-07-25|158.0127
15473|PI|2017-07-08|68.1037
15474|PI|2018-09-03|122.8463
15475|RN|2017-03-18|74.7326
15476|PI|2017-02-01|29.7546
15477|MA|2017-05-11|196.5862
15478|PA|2018-06-12|103.5719
15479|TO|2018-12-31|55983
15480|AL|2018-06-04|88385
15481|MS|2017-04-01|96.2126
15482|RR|2018-01-21|198.7591
15483|RO|2017-08-12|17.4143
15484|TO|2019-01-13|146.6065
15485|PI|2018-12-09|4.2569
15486|SE|2017-12-30|42.6846
15487|AM|2017-05-02|26.2623
15488|AM|2017-04-24|37.6523
15489|AC|2019-03-21|66.9493
15490|MS|2018-08-21|196.5365
15491|TO|2017-12-08|114844
15492|RO|2018-03-22|186.2684
15493|TO|2017-02-11|115.7653
15494|RO|2017-07-23|231.2647
15495|TO|2018-07-02|1.1329
15496|TO|2018-06-07|0.9984
15497|AL|2018-02-24|177.2395
15498|RN|2017-03-03|45.2682
15499|TO|2018-12-12|33.2546
15500|RO|2017-08-09|12.9987
15501|RO|2017-07-09|79.4308
15502|MS|2019-04-12|88.3034
15503|AC|2017-08-25|4.8233
15504|AM|2017-11-04|84.3962
15505|MA|2017-07-21|168.0751
15506|AL|2018-02-01|248.1579
15507|PI|2017-02-22|15.5629
15508|AM|2018-02-27|177.5415
15509|TO|2017-07-22|13.1324
15510|PI|2017-08-06|19.6783
15511|TO|2017-08-07|40.0755
15512|AM|2018-03-13|245.9679
15513|TO|2018-07-16|88.5221
15514|RO|2019-03-18|29.0817
15515|PI|2018-01-08|29.4777
15516|AC|2018-01-30|41.4062
15517|PI|2018-04-26|130.8605
15518|PI|2017-05-12|29.3207
15519|TO|2018-09-09|55.2118
15520|RO|2017-03-08|120.3545
15521|RO|2018-06-07|10.3904
15522|RO|2017-10-22|128783
15523|TO|2017-02-19|120.5484
15524|RN|2017-07-20|10.1619
15525|AC|2017-05-19|15.7909
15526|AM|2017-04-06|37.6182
15527|RO|2018-08-10|32.3351
15528|AP|2017-03-19|19.1889
15529|SE|2017-10-11|106.4676
15530|AP|2018-04-10|211.3673
15531|AL|2017-10-29|2.4493
15532|RR|2017-07-07|18.7286
15533|RO|2017-12-26|6.5702
15534|TO|2019-04-13|2.1721
15535|AC|2018-07-08|23.1328
15536|AP|2017-12-30|1.8626
15537|RO|2018-05-24|253.8534
15538|MA|2018-12-12|146.6902
15539|AM|2018-02-18|23.1894
15540|AC|2018-03-19|33.4887
15541|AL|2017-01-23|15.8803
15542|AP|2019-01-20|118.2978
15543|TO|2018-03-13|101552
15544|AP|2018-12-14|10.7805
15545|AP|2018-04-27|0.7054
15546|TO|2018-01-02|40.1493
15547|AP|2018-11-12|181.6286
15548|AM|2018-10-02|91.2121
15549|PI|2017-06-19|23.5936
15550|PI|2017-07-14|0.3058
15551|AC|2018-11-02|34.3688
15552|AC|2017-03-14|0.2809
15553|AP|2017-07-08|21.2614
15554|AM|2017-05-23|102.9747
15555|PA|2017-01-10|16597
15556|AP|2017-09-20|268.6628
15557|TO|2019-04-03|79.4133
15558|AL|2017-08-18|27.2116
15559|RO|2017-10-01|160.4293
15560|RN|2017-10-14|66.4575
15561|RN|2018-01-08|29.5157
15562|AC|2018-05-11|59.8107
15563|AC|2019-04-04|122.8541
15564|AP|2017-12-26|78.5066
15565|AC|2019-02-25|7.4817
15566|SE|2017-07-25|52.6266
15567|AM|2017-02-09|9.4823
15568|AP|2017-06-23|7.8266
15569|AP|2017-12-25|131.9007
15570|AP|2019-03-14|9.8037
15571|AP|2018-03-31|59.4426
15572|AP|2018-02-17|2.1031
15573|MS|2019-04-11|33.7602
15574|TO|2017-09-15|7.1652
15575|AM|2017-11-13|31.7162
15576|AP|2018-08-14|3.1821
15577|MA|2018-02-20|87.3691
15578|RO|2017-01-11|22.4458
15579|AP|2017-10-25|20.6353
15580|RJ|2017-09-01|5280.7937
15581|RJ|2018-12-13|6121.7984
15582|SP|2017-09-30|6041.6285
15583|SP|2018-09-23|6866.6487
15584|RJ|2019-01-19|4675.7719
15585|RJ|2017-02-10|4933.3392
15586|RJ|2017-06-21|5096134
15587|SP|2017-02-06|7724007
15588|SP|2018-11-09|7064.2807
15589|SP|2017-05-23|7689917
15590|SC|2018-11-25|1983.0814
15591|SP|2018-08-27|7197263
15592|RJ|2019-01-25|4650.9821
15593|TO|2018-10-02|100.7774
15594|RJ|2017-02-04|4838.5261
15595|SP|2018-04-26|8871005
15596|RJ|2019-02-16|5643.3713
15597|SP|2018-08-24|8811144
15598|MT|2017-08-14|300.7405
15599|RJ|2018-11-05|4144.5175
15600|SP|2018-06-29|8582.2448
15601|SP|2018-02-23|10304.7458
15602|SP|2017-09-29|7971.2118
15603|SP|2017-05-25|8588.4629
15604|BA|2019-01-11|2805.7184
15605|PE|2018-04-30|1138.4586
15606|RJ|2018-01-31|5363354
15607|PE|2018-05-26|905.6493
15608|RJ|2017-09-13|5567.6414
15609|DF|2018-01-19|530895
15610|PR|2018-01-23|1338.9006
15611|RJ|2017-09-05|6312.3094
15612|RJ|2017-12-12|5998.8378
15613|PE|2018-04-16|799.8438
15614|SP|2018-09-18|6661.0463
15615|PR|2018-12-18|786.6494
15616|SP|2017-07-08|9291.2988
15617|RJ|2018-07-19|6100.6167
15618|SC|2018-01-20|1764.7257
15619|PE|2018-11-22|2285.4997
15620|CE|2019-01-02|477.3826
15621|SP|2018-10-06|7181.8333
15622|SP|2017-09-10|6083.0152
15623|SP|2017-01-25|7561.0669
15624|SP|2017-02-03|12651.7085
15625|RJ|2018-11-07|4781.1044
15626|RJ|2018-05-12|8806.7021
15627|PE|2018-09-25|1215.6443
15628|RS|2018-05-18|1477866
15629|SC|2018-06-19|1173522
15630|SP|2017-10-07|9631.4139
15631|RJ|2017-02-06|4372.8348
15632|SC|2018-05-27|1241284
15633|AM|2019-03-11|146.9276
15634|RJ|2018-04-23|4301.5101
15635|SP|2017-08-17|6406.1456
15636|PR|2017-07-29|1295.1283
15637|RJ|2017-09-06|4965.6343
15638|CE|2018-07-03|542.3629
15639|SP|2017-09-04|6177.1062
15640|RJ|2018-08-16|5786.4818
15641|SP|2018-06-26|7218.9692
15642|PE|2019-01-16|2105.0704
15643|SP|2018-12-30|4403.9812
15644|RJ|2017-10-14|5786.2614
15645|SP|2017-04-27|9398.5057
15646|MS|2019-04-01|277.1743
15647|MG|2017-11-26|5547.6745
15648|PR|2019-04-02|715.6378
15649|SP|2017-02-07|12709.9245
15650|MG|2018-12-17|2786.3129
15651|RJ|2018-11-29|7839.4916
15652|SP|2017-09-01|7026.1494
15653|RJ|2017-04-29|5202.7638
15654|RJ|2017-03-24|5761716
15655|RJ|2018-05-16|5419.6335
15656|RJ|2019-01-03|2912.7201
15657|RJ|2019-01-21|4214.4022
15658|PR|2017-03-06|239.3699
15659|RJ|2018-05-29|4805.7633
15660|BA|2017-06-25|666.2538
15661|SC|2017-11-08|1981.6179
15662|PR|2017-03-10|846.0206
15663|MG|2019-01-07|3825.0121
15664|ES|2018-07-11|339.7284
15665|SC|2017-07-08|1204.7149
15666|SP|2018-04-13|10837.1412
